# N  = 3175883
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	41856000	44636412
1	1	45056538	44515283
2	1	31533564	44595600
3	1	31386456	44619186
4	1	39481564	44898171
5	1	31281868	44546284
6	1	31682839	44780147
7	1	31671954	44870487
8	1	31610647	44867881
9	1	31448964	44796112
10	1	31612599	44899412
11	1	31364410	44652111
12	0	140746029	0
13	1	31520226	44774571
14	1	31575096	44671597
15	1	31232989	44564805
16	0	163288218	0
17	1	31404789	44522424
18	0	153025330	0
19	1	39003941	44669661
