# N  = 35
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	1275925	4500000
1	1	1281416	4500011
2	1	1248904	4500022
3	1	1262010	4500000
4	1	1269978	4500000
5	1	1289679	4500000
6	1	1242588	4500000
7	1	1264508	4500000
8	1	1244695	4500011
9	1	1270299	4500000
10	1	1247878	4500002
11	1	1218417	4500013
12	1	1248565	4500005
13	1	1254357	4500000
14	1	1240765	4500011
15	1	1253378	4500019
16	1	1267119	4500000
17	1	1246688	4500000
18	1	1242896	4500000
19	1	1261291	4500014
