# N  = 14351
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	11788380	25500258
1	1	11630554	25500031
2	1	13319820	25500137
3	1	11704418	25500017
4	1	11711801	25500011
5	1	11877626	25500306
6	1	11664856	25500368
7	1	11770910	25500333
8	1	11624435	25500364
9	1	11713727	25500002
10	1	11872807	25500057
11	1	11700082	25500296
12	1	11590294	25500137
13	1	11732845	25500798
14	1	11751413	25500000
15	1	11845807	25500227
16	1	13397778	25500018
17	1	11765686	25500141
18	1	11795319	25500332
19	1	11758524	25500238
