# N  = 11639
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	11325502	24501181
1	1	11189317	24506459
2	1	11278583	24501486
3	1	11132637	24501200
4	1	11133782	24504336
5	1	11096377	24501537
6	1	11271858	24500165
7	1	11245458	24500360
8	1	11208480	24502338
9	1	11329858	24505084
10	1	11297009	24502705
11	1	11230620	24502595
12	1	11322199	24506932
13	1	11484261	24504261
14	1	11251526	24500408
15	1	12078541	24500171
16	1	11238794	24502339
17	1	12516233	24503387
18	1	11209114	24500204
19	1	11179366	24501170
