# N  = 203
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 8.3365
#
# run	success	duration[mus]	usedSteps
0	1	3633412	11500031
1	1	3667725	11500073
2	1	3613941	11500016
3	1	3687157	11500005
4	1	3528411	11500030
5	1	3592151	11500015
6	1	3700206	11500086
7	1	3612015	11500068
8	1	3579325	11500000
9	1	3591014	11500017
10	1	3591252	11500000
11	1	3588555	11500014
12	1	3632124	11500013
13	1	3628110	11500019
14	1	3569221	11500034
15	1	3617687	11500010
16	1	3622304	11500000
17	1	3573920	11500005
18	1	3608786	11500000
19	1	3638628	11500036
