# N  = 3914059
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	46509920	55101324
1	1	77901822	80778718
2	1	44597582	55427697
3	1	75497428	80501202
4	1	40842722	55078660
5	1	39618161	55174433
6	1	49222952	55166343
7	1	49752209	55072383
8	1	77308749	80969846
9	1	53628010	55066407
10	1	57325180	55107983
11	1	43801033	55081954
12	1	45751972	55045364
13	1	54601540	55026343
14	1	46849167	55212185
15	1	46010485	55057944
16	1	51622884	55019861
17	1	39409458	55029298
18	1	49452113	55064034
19	1	39731136	55253766
