# N  = 549
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 14961120 47000046
1 1 15152853 47000879
2 1 14911531 47000230
3 1 14862249 47000005
4 1 15142915 47000246
5 1 15121216 47000222
6 1 15005879 47000302
7 1 15064037 47000310
8 1 14973249 47000321
9 1 15168008 47000017
10 1 15083845 47000273
11 1 15043311 47000017
12 1 15138452 47000172
13 1 15026221 47000323
14 1 14955113 47000021
15 1 15045379 47000144
16 1 15080219 47000366
17 1 15029554 47000300
18 1 15021901 47000152
19 1 15086102 47000550
