# N  = 3345
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 19417473 54000848
1 1 19503795 54004442
2 1 19563248 54001628
3 1 19633107 54000180
4 1 19602279 54004219
5 1 19732841 54003222
6 1 19624746 54002109
7 1 19586959 54008665
8 1 19559514 54003126
9 1 19605822 54003250
10 1 19522317 54002382
11 1 19465561 54004340
12 1 19661742 54000655
13 1 19299868 54003349
14 1 19327089 54000064
15 1 19515707 54000909
16 1 19435060 54000103
17 1 19476507 54000783
18 1 19318179 54001272
19 1 19741622 54009090
