# N  = 5300
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 18672838 55018733
1 1 18886781 55004771
2 1 19699063 55013150
3 1 18703814 55003023
4 1 18763547 55004830
5 1 19740515 55001834
6 1 18688705 55005549
7 1 18716932 55004785
8 1 14593199 43003217
9 1 19430623 55002670
10 1 14426332 43000932
11 1 19257861 55003195
12 1 19716185 55010583
13 1 18823747 55002405
14 1 18886211 55004642
15 1 18622158 55002298
16 1 18696030 55002735
17 1 14532366 43000404
18 1 18941921 55009663
19 1 19069402 55005934
