# N  = 437
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 8220274 25000000
1 1 8329139 25000110
2 1 8254884 25000172
3 1 8375065 25000006
4 1 8356391 25000023
5 1 8147125 25000052
6 1 8214413 25000165
7 1 8195947 25000205
8 1 8251577 25000585
9 1 8329305 25000010
10 1 8275667 25000789
11 1 8185894 25000118
12 1 8255417 25000230
13 1 8238908 25000085
14 1 8305609 25000063
15 1 8132119 25000998
16 1 8125343 25000260
17 1 8279298 25000363
18 1 8316172 25000161
19 1 8247631 25000176
