# N  = 5300
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 18740578 55007940
1 1 18715248 55001810
2 1 18645051 55009411
3 1 14487909 43002971
4 1 18734131 55008535
5 1 18840837 55007775
6 1 14412823 43000569
7 1 18743119 55017811
8 1 18550902 55006285
9 1 18797944 55005208
10 1 18553970 55019330
11 1 18794679 55007844
12 1 18676296 55004985
13 1 19000141 55002503
14 1 19183439 55010420
15 1 18598976 55005748
16 1 18841658 55002261
17 1 18709093 55005116
18 1 18663482 55007932
19 1 18575933 55006468
