# N  = 14829
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 8385426 15002150
1 1 5537749 15024213
2 1 5727650 15011565
3 1 5603211 15007349
4 1 5602639 15016786
5 1 5668419 15015841
6 1 5599144 15003050
7 1 5639203 15013125
8 1 6611600 15004207
9 1 5569270 15002807
10 1 5662666 15012666
11 1 6417092 15000574
12 1 8663842 15005282
13 1 5702619 15000336
14 1 5655406 15002010
15 1 5668663 15013312
16 1 5625247 15010151
17 1 5582542 15001473
18 1 5588644 15022227
19 1 5603375 15004594
