# N  = 8984
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 8816419 24003259
1 1 8731016 24004730
2 1 8888190 24008275
3 1 8733060 24004434
4 1 8731223 24009164
5 1 8753365 24000938
6 1 9652716 24009453
7 1 8929941 24014008
8 1 9378406 24008080
9 1 10209685 24007705
10 1 8672156 24006598
11 1 8829658 24009196
12 1 8877479 24011962
13 1 9405476 24015133
14 1 8795894 24006169
15 1 8707830 24005698
16 1 8688667 24007299
17 1 8715079 24004089
18 1 8642051 24012009
19 1 9763504 24006965
