# N  = 237
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 2800518 9000189
1 1 2692241 9000885
2 1 2708386 9000046
3 1 2713098 9000692
4 1 2733068 9000465
5 1 2675839 9000202
6 1 2738607 9000025
7 1 2721545 9000042
8 1 2769709 9000264
9 1 2638287 9000059
10 1 2770002 9000088
11 1 2779860 9000017
12 1 2649616 9000114
13 1 2711326 9000400
14 1 2732791 9000018
15 1 2768080 9000064
16 1 2788632 9000730
17 1 2743634 9000504
18 1 2678452 9000083
19 1 2754422 9000194
