# N  = 6806
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 18066514 47003817
1 1 18198068 47009299
2 1 17920286 47003282
3 1 17769941 47005151
4 1 17885882 47000401
5 1 17946580 47006465
6 1 17836337 47010072
7 1 22335345 47000656
8 1 18132559 47005647
9 1 17995384 47002530
10 1 17779924 47007456
11 1 18024357 47001444
12 1 17934975 47006187
13 1 17936035 47008263
14 1 18049948 47004796
15 1 17996533 47006951
16 1 17781284 47000746
17 1 18088123 47006271
18 1 18050696 47000574
19 1 17785782 47001011
