# N  = 4707
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 8160801 23005392
1 1 8197862 23001739
2 1 8103858 23000990
3 1 8158973 23001116
4 1 8098316 23003638
5 1 8058190 23002125
6 1 8164150 23001038
7 1 8062289 23002433
8 1 8127010 23001015
9 1 8139879 23001318
10 1 8214463 23002274
11 1 8067518 23001550
12 1 8064828 23001224
13 1 8189471 23000188
14 1 8157591 23003107
15 1 8137639 23000893
16 1 8033224 23002388
17 1 8224172 23001643
18 1 8161363 23000797
19 1 8094990 23000412
